company_name,listing_date,corp_code,stock_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,net_income_mn,net_income_bn,peer_per,valuation_model,per_stock_value,total_shares,offering_shares,offering_amount,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_diff,data_quality_flag,net_income_type,institutional_ratio,retail_ratio,discount_rate_xml_source,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source,source_dataset
와이바이오로직스,2023-12-05,01226234,338840,20231121000049,[발행조건확정]증권신고서(지분증권),general,35.81,47.48,41.645,9000.0,11000.0,10000.0,9000.0,-0.1,,,,PER,17136.0,,1500000.0,13500000000.0,35.8,47.5,41.65,코스닥,0.0,0.0,3.0,partial,709998.0,47.479,0.005,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
와이제이링크,2024-10-18,1023211,209640,20241007000466,[발행조건확정]증권신고서(지분증권),general,23.05,32.47,27.76,8600.0,9800.0,9200.0,12000.0,0.3043,7054.0,70.54,,PER,12714.0,,3560000.0,42720000000.0,22.92,32.36,27.64,코스닥,0.0,0.0,4.0,ok,931540.0,5.6159,0.12,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
와이즈넛,2025-01-24,00351427,096250,20250114000177,[기재정정]증권신고서(지분증권),general,29.08,34.53,31.805,24000.0,26000.0,25000.0,17000.0,-0.32,13559.0,135.59,35.61,PER,36659.0,13170452.0,900000.0,,29.08,34.53,31.805,,0.0,0.0,5.0,ok,4046706.0,53.6267,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
우진엔텍,2024-01-24,1030503,457550,20240115000087,[발행조건확정]증권신고서(지분증권),general,14.87,25.3,20.085,4300.0,4900.0,4600.0,5300.0,0.1522,,,,PER,,,2060000.0,,14.9,25.3,20.1,코스닥,0.0,0.0,3.0,partial,386832.0,,0.015,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
워트,2023-10-26,866451,396470,20231013000580,[발행조건확정]증권신고서(지분증권),general,12.43,21.81,17.119999999999997,5000.0,5600.0,5300.0,6500.0,0.2264,,,,PER,6395.0,,,26000000000.0,,,,코스닥,0.0,0.0,3.0,partial,366046.0,-1.6419,,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv
원일티엔아이,2025-05-09,488244,136150,20250423000260,[발행조건확정]증권신고서(지분증권),general,41.12,49.54,45.33,11500.0,13500.0,12500.0,13500.0,0.08,7871.0,78.71,24.42,PER,22929.0,8381030.0,1200000.0,16200000000.0,41.12,49.84,45.48,코스닥,0.0,0.0,5.0,ok,549270.0,41.1226,0.15,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
웨이비스,2024-10-25,01270749,289930,20241016000084,[발행조건확정]증권신고서(지분증권),general,17.97,27.81,22.89,11000.0,12500.0,11750.0,15000.0,0.2766,,,,PER,15238.0,,1490000.0,22350000000.0,18.35,28.15,23.25,코스닥,0.0,0.0,3.0,partial,412137.0,1.5619,0.36,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
위너스,2025-02-24,1137860,479960,20250212000606,[발행조건확정]증권신고서(지분증권),general,17.19,26.93,22.06,7500.0,8500.0,8000.0,8500.0,0.0625,2882.0,28.82,,PER,,6851000.0,1700000.0,14450000000.0,17.19,26.93,22.06,코스닥,0.0,0.0,4.0,ok,393840.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
위츠,2024-11-20,1445440,459100,20241105000117,[발행조건확정]증권신고서(지분증권),general,14.77,29.42,22.095,5300.0,6400.0,5850.0,6400.0,0.094,5107.0,51.07,18.6,PER,7509.0,12652000.0,3000000.0,19200000000.0,14.76,29.41,22.085,코스닥,0.0,0.0,5.0,ok,509602.0,14.7689,0.01,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
유라클,2024-08-16,407294,088340,20240805000135,[발행조건확정]증권신고서(지분증권),general,22.74,33.78,28.26,18000.0,21000.0,19500.0,21000.0,0.0769,4475.0,44.75,26.56,PER,27181.0,4372368.0,751000.0,15771000000.0,22.74,33.78,28.26,코스닥,0.0,0.0,5.0,ok,455422.0,22.7401,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
유진테크놀로지,2023-11-02,1085026,240600,20231019000208,[발행조건확정]증권신고서(지분증권),general,30.55,38.69,34.62,12800.0,14500.0,13650.0,17000.0,0.2454,,,,PER,20879.0,,1049482.0,17841194000.0,30.55,38.69,34.62,코스닥,0.0,0.0,3.0,partial,460854.0,18.5785,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
이노스페이스,2024-07-02,01700587,462350,20240619000220,[발행조건확정]증권신고서(지분증권),general,25.0,37.0,31.0,36400.0,43300.0,39850.0,43300.0,0.0866,12999.0,129.99,,PER,57754.0,9520072.0,1330000.0,57589000000.0,25.0,37.0,31.0,코스닥,0.0,0.0,4.0,ok,751951.0,25.0268,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
이노시뮬레이션,2023-07-06,00965318,274400,20230626000073,[발행조건확정]증권신고서(지분증권),general,29.9,39.2,34.55,13000.0,15000.0,14000.0,15000.0,0.0714,,,,PER,21390.0,,900000.0,13500000000.0,29.87,39.22,34.545,코스닥,0.0,0.0,3.0,partial,342535.0,29.8738,0.005,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
이노진,2023-02-20,1419135,344860,20230208000172,[발행조건확정]증권신고서(지분증권),general,6.6,22.17,14.385000000000002,2500.0,3000.0,2750.0,3000.0,0.0909,1460.0,14.6,,PER,3212.0,,2600000.0,7800000000.0,6.6,22.17,14.385,코스닥,0.0,0.0,4.0,ok,381421.0,6.6002,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
이닉스,2024-02-01,338170,452400,20240119000136,[발행조건확정]증권신고서(지분증권),general,21.93,34.71,28.32,9200.0,11000.0,10100.0,14000.0,0.3861,,,,PER,14090.0,,3000000.0,42000000000.0,21.93,34.71,28.32,코스닥,0.0,0.0,3.0,partial,612198.0,0.6388,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
이뮨온시아,2025-05-19,01203659,424870,20250430001250,[발행조건확정]증권신고서(지분증권),general,32.09,43.3,37.695,3000.0,3600.0,3300.0,3600.0,0.0909,21163.0,211.63,,PER,5301.0,76571829.0,9140482.0,32905735200.0,32.09,43.4,37.745,코스닥,0.0,0.0,4.0,ok,538141.0,32.0883,0.05,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
이엔셀,2024-08-23,01544468,456070,20240809000231,[발행조건확정]증권신고서(지분증권),general,23.45,31.96,27.705,13600.0,15300.0,14450.0,15300.0,0.0588,7335.0,73.35,,PER,19988.0,11181016.0,1566800.0,23972040000.0,23.46,31.96,27.71,코스닥,0.0,0.0,4.0,ok,691023.0,23.4541,0.005,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
이지스,2025-12-11,01211889,261520,20251201000405,[발행조건확정]증권신고서(지분증권),general,17.36,28.38,22.87,13000.0,15000.0,14000.0,15000.0,0.0714,7113.0,71.13,,PER,18150.0,10525075.0,1500000.0,22500000000.0,17.36,28.38,22.87,코스닥,0.0,0.0,4.0,ok,914687.0,17.3554,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
이지트로닉스,2022-02-04,01140837,377330,20220118000223,[발행조건확정]증권신고서(지분증권),general,34.1,43.1,38.6,19000.0,22000.0,20500.0,22000.0,0.0732,,0.9375,,PER,33374.0,,1980000.0,43560000000.0,34.08,43.09,38.585,코스닥,0.0,0.0,3.0,partial,399902.0,34.0804,0.015,OK,,,,,177.4781,-0.3023,0.9375,362.9882,198.7787,2021.0,11011.0,82.61,-0.17,dart_api,peer_group_expanded_features_enriched.csv
인벤티지랩,2022-11-22,01516456,389470,20221110000280,[발행조건확정]증권신고서(지분증권),general,8.6,33.2,20.9,19000.0,26000.0,22500.0,12000.0,-0.4667,,,,PER,28453.0,,,12480000000.0,8.62,33.22,20.92,코스닥,0.0,0.0,3.0,partial,595142.0,57.8252,0.02,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
인스웨이브시스템즈,2023-09-25,1222113,450520,20230913000346,[발행조건확정]증권신고서(지분증권),general,38.96,49.14,44.05,20000.0,24000.0,22000.0,24000.0,0.0909,,,,PER,,,,,38.96,49.14,44.05,코스닥,0.0,0.0,3.0,partial,387219.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
인스피언,2024-10-18,1284876,465480,20241002000231,[발행조건확정]증권신고서(지분증권),general,16.37,33.1,24.735,8000.0,10000.0,9000.0,12000.0,0.3333,3947.766,39.4777,,PER,,10137772.0,2250000.0,27000000000.0,16.38,33.1,24.74,코스닥,0.0,0.0,4.0,ok,568369.0,,0.005,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
자람테크놀로지,2023-03-07,01365038,389020,20230220002105,[발행조건확정]증권신고서(지분증권),general,26.2,40.9,33.55,16000.0,20000.0,18000.0,22000.0,0.2222,,6.1735,,PER,27089.0,,,,26.14,40.91,33.525,코스닥,0.0,0.0,3.0,partial,336227.0,18.7862,0.025,OK,,,,,161.1824,2.0295,6.1735,198.1607,188.2258,2022.0,11011.0,5.28,1.26,dart_api,peer_group_expanded_features_enriched.csv
제닉스,2024-09-30,1293485,381620,20240913000388,[발행조건확정]증권신고서(지분증권),general,23.44,36.95,30.195,28000.0,34000.0,31000.0,40000.0,0.2903,6891.0,68.91,,PER,44411.0,4442640.0,,,23.44,36.95,30.195,코스닥,0.0,0.0,4.0,ok,462626.0,9.9322,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
제이오,2023-02-16,00411808,418550,20230206000061,[발행조건확정]증권신고서(지분증권),general,38.6,52.7,45.65,10000.0,13000.0,11500.0,13000.0,0.1304,,-56.8783,,EV/EBITDA,21162.0,,4000000.0,52000000000.0,38.57,52.75,45.66,코스닥,0.0,0.0,3.0,partial,516755.0,38.5691,0.01,OK,,,,,676.553,-22.6455,-56.8783,848.1906,588.4308,2022.0,11011.0,44.14,-3.35,dart_api,peer_group_expanded_features_enriched.csv
제이피아이헬스케어,2025-08-21,00185301,,20250808000280,[발행조건확정]증권신고서(지분증권),general,22.86,36.36,29.61,16500.0,20000.0,18250.0,20000.0,0.0959,6195.0,61.95,21.37,PER,25928.0,5105400.0,47400.0,31600000000.0,22.86,36.36,29.61,코스닥,0.0,0.0,5.0,ok,456786.0,22.8633,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
제일엠앤에스,2024-04-30,00528791,412540,20240416000398,[발행조건확정]증권신고서(지분증권),general,27.35,39.46,33.405,15000.0,18000.0,16500.0,22000.0,0.3333,19764.0,197.64,,PER,24776.0,20621877.0,2400000.0,52800000000.0,27.35,39.46,33.405,코스닥,0.0,0.0,4.0,ok,652053.0,11.2044,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
지씨지놈,2025-06-11,01432598,340450,20250527000209,[발행조건확정]증권신고서(지분증권),general,25.74,36.35,31.045,9000.0,10500.0,9750.0,10500.0,0.0769,13066.0,130.66,26.04,PER,14140.0,,4000000.0,42000000000.0,25.74,36.35,31.045,코스닥,0.0,0.0,5.0,ok,741093.0,25.7426,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
지아이이노베이션,2023-03-30,01351080,358570,20230320000170,[발행조건확정]증권신고서(지분증권),general,41.2,55.2,48.2,16000.0,21000.0,18500.0,13000.0,-0.2973,,-798.3306,,PER,35705.0,,2000000.0,26000000000.0,41.18,55.19,48.185,코스닥,0.0,0.0,3.0,partial,432507.0,63.5905,0.015,OK,,,,,,-679.5202,-798.3306,1063.3465,956.4621,2022.0,11011.0,11.17,,dart_api,peer_group_expanded_features_enriched.csv
진영,2023-06-01,816933,285800,20230519000263,[발행조건확정]증권신고서(지분증권),general,31.41,41.21,36.31,3600.0,4200.0,3900.0,5000.0,0.2821,,,,PER,6123.0,,4250000.0,21250000000.0,31.4,41.2,36.3,코스닥,0.0,0.0,3.0,partial,442940.0,18.3407,0.01,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
캡스톤파트너스,2023-11-15,1497124,452300,20231103000318,[발행조건확정]증권신고서(지분증권),general,14.87,24.32,19.595,3200.0,3600.0,3400.0,4000.0,0.1765,,,,PER,4229.0,,1596000.0,,14.87,24.32,19.595,코스닥,0.0,0.0,3.0,partial,347089.0,5.415,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
컨텍,2023-11-09,01685251,451760,20231030000344,[발행조건확정]증권신고서(지분증권),general,24.16,31.58,27.87,20300.0,22500.0,21400.0,22500.0,0.0514,21936.635,219.3664,,PER,29668.0,15613041.0,2060000.0,46350000000.0,24.0,31.5,27.75,코스닥,0.0,0.0,4.0,ok,656347.0,24.1607,0.12,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
케이엔알시스템,2024-03-07,00672603,199430,20240223002182,[발행조건확정]증권신고서(지분증권),general,31.37,43.85,37.61,9000.0,11000.0,10000.0,13500.0,0.35,,-37.8831,,PER,16029.0,,1052000.0,28404000000.0,31.37,43.85,37.61,코스닥,0.0,0.0,3.0,partial,358256.0,15.7777,0.0,OK,,,,,213.9903,-43.4093,-37.8831,326.2223,80.1649,2023.0,11011.0,306.94,-20.29,dart_api,peer_group_expanded_features_enriched.csv
케이엔에스,2023-12-06,1402995,432470,20231124000347,[발행조건확정]증권신고서(지분증권),general,22.34,32.93,27.635,19000.0,22000.0,20500.0,23000.0,0.122,5729.0,57.29,,PER,28327.0,4442278.0,,,22.34,32.93,27.635,코스닥,0.0,0.0,4.0,ok,341332.0,18.8054,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
케이웨더,2024-02-22,00426828,068100,20240208000055,[발행조건확정]증권신고서(지분증권),general,14.08,28.89,21.485,4800.0,5800.0,5300.0,7000.0,0.3208,,-24.3641,,PER,6750.0,,1000000.0,7000000000.0,14.08,28.89,21.485,코스닥,0.0,0.0,3.0,partial,362264.0,-3.7037,0.0,OK,,,,,146.8801,-24.6883,-24.3641,147.8146,84.2772,2023.0,11011.0,75.39,-16.81,dart_api,peer_group_expanded_features_enriched.csv
코난테크놀로지,2022-07-07,00601988,402030,20220624000079,[발행조건확정]증권신고서(지분증권),general,25.7,37.6,31.65,21000.0,25000.0,23000.0,25000.0,0.087,,,,PER,33648.0,,1200000.0,30000000000.0,25.7,37.59,31.645,코스닥,0.0,0.0,3.0,partial,321611.0,25.7014,0.005,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
코셈,2024-02-23,01493793,360350,20240206000485,[발행조건확정]증권신고서(지분증권),general,16.65,28.56,22.605,12000.0,14000.0,13000.0,16000.0,0.2308,,16.8403,,PER,16796.0,,600000.0,9600000000.0,16.65,28.56,22.605,코스닥,0.0,0.0,3.0,partial,682558.0,4.7392,0.0,OK,,,,,137.2928,15.0197,16.8403,161.1093,127.6108,2023.0,11011.0,26.25,10.94,dart_api,peer_group_expanded_features_enriched.csv
코츠테크놀로지,2023-08-10,959210,448710,20230731000178,[발행조건확정]증권신고서(지분증권),general,23.69,33.65,28.67,10000.0,11500.0,10750.0,13000.0,0.2093,,,,PER,15071.0,,,13000000000.0,23.69,33.65,28.67,코스닥,0.0,0.0,3.0,partial,481817.0,13.7416,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
코칩,2024-05-07,446901,126730,20240423000279,[발행조건확정]증권신고서(지분증권),general,9.08,28.57,18.825,11000.0,14000.0,12500.0,18000.0,0.44,,,22.52,EV/EBITDA,15399.0,,1500000.0,18000.0,9.08,28.57,18.825,코스닥,0.0,0.0,4.0,ok,652369.0,-16.8907,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
쿼드메디슨,2025-12-12,01671285,464490,20251201000475,[발행조건확정]증권신고서(지분증권),general,19.27,35.41,27.34,12000.0,15000.0,13500.0,15000.0,0.1111,,-49.6814,,PER,18579.0,,1700000.0,25500000000.0,19.27,35.41,27.34,코스닥,0.0,0.0,3.0,partial,593858.0,19.2637,0.0,OK,,,,,,-44.4918,-49.6814,320.9817,116.0,2024.0,11011.0,176.71,,dart_api,peer_group_expanded_features_enriched.csv
퀄리타스반도체,2023-10-27,01584183,432720,20231017000136,[발행조건확정]증권신고서(지분증권),general,24.13,34.25,29.19,13000.0,15000.0,14000.0,17000.0,0.2143,,,,PER,19771.0,,54000.0,30600000000.0,24.13,34.25,29.19,코스닥,0.0,0.0,3.0,partial,400734.0,14.0155,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
큐라티스,2023-06-15,01357765,348080,20230602000188,[발행조건확정]증권신고서(지분증권),general,42.3,53.1,47.7,6500.0,8000.0,7250.0,4000.0,-0.4483,,-363.3047,,PER,13869.0,,,14000000000.0,,,,코스닥,0.0,0.0,3.0,partial,605550.0,71.1587,,NO_XML_DR,,,,,84.0945,-224.0385,-363.3047,648.9844,-259.5519,2022.0,11011.0,-350.04,-266.41,dart_api,peer_group_expanded_features_enriched.csv
큐리오시스,2025-11-13,01786958,494120,20251103000098,[발행조건확정]증권신고서(지분증권),general,25.51,39.05,32.28,18000.0,22000.0,20000.0,22000.0,0.1,,,27.1,PER,29533.0,7691882.0,36000.0,26400000000.0,25.51,39.05,32.28,코스닥,0.0,0.0,4.0,ok,521598.0,25.5071,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
클로봇,2024-10-28,01784914,466100,20241015000370,[발행조건확정]증권신고서(지분증권),general,25.22,35.51,30.365,9400.0,10900.0,10150.0,13000.0,0.2808,9245.0,92.45,,PER,14576.0,25136306.0,3000000.0,39000000000.0,25.22,35.51,30.365,코스닥,0.0,0.0,4.0,ok,916263.0,10.8123,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
키스트론,2025-06-02,00204323,475430,20250520000280,[발행조건확정]증권신고서(지분증권),general,20.0,31.0,25.5,3100.0,3600.0,3350.0,3600.0,0.0746,,,,PER,4470.0,,6300000.0,22680000000.0,20.0,31.0,25.5,코스닥,0.0,0.0,3.0,partial,642729.0,19.4631,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
탑런토탈솔루션,2024-11-01,814582,336680,20241022000128,[발행조건확정]증권신고서(지분증권),general,37.85,46.73,42.29,12000.0,14000.0,13000.0,18000.0,0.3846,27662.756,276.6276,,PER,,19592224.0,2500000.0,45000000000.0,37.8,46.7,42.25,코스닥,0.0,0.0,4.0,ok,586348.0,,0.04,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv
토마토시스템,2023-04-27,1436479,393210,20230414000088,[발행조건확정]증권신고서(지분증권),general,21.35,35.52,28.435,18200.0,22200.0,20200.0,18200.0,-0.099,,,,PER,,,860000.0,15652000000.0,21.35,35.52,28.435,코스닥,0.0,0.0,3.0,partial,270333.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
토모큐브,2024-11-07,01573336,475960,20241025000261,[발행조건확정]증권신고서(지분증권),general,14.51,30.46,22.485,10900.0,13400.0,12150.0,16000.0,0.3169,,,,PER,15675.0,,2000000.0,32000000000.0,14.51,30.46,22.485,코스닥,0.0,0.0,3.0,partial,419308.0,-2.0734,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
트루엔,2023-05-17,1134216,417790,20230503000315,[발행조건확정]증권신고서(지분증권),general,23.47,36.22,29.845,10000.0,12000.0,11000.0,12000.0,0.0909,,,,PER,15680.0,,2500000.0,30000000000.0,23.47,36.22,29.845,코스닥,0.0,0.0,3.0,partial,406518.0,23.4694,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
티디에스팜,2024-08-21,1232192,464280,20240808000209,[발행조건확정]증권신고서(지분증권),general,11.86,21.75,16.805,9500.0,10700.0,10100.0,13000.0,0.2871,4392.286,43.9229,,PER,12140.0,5530000.0,1000000.0,13000000000.0,11.86,21.75,16.805,코스닥,0.0,0.0,4.0,ok,513642.0,-7.084,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
티엑스알로보틱스,2025-03-20,1458161,484810,20250307001078,[발행조건확정]증권신고서(지분증권),general,25.49,36.53,31.01,11500.0,13500.0,12500.0,13500.0,0.08,,,,PER,18119.0,,3075400.0,41517900000.0,25.49,36.53,31.01,코스닥,0.0,0.0,3.0,partial,1093809.0,25.4926,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
티이엠씨,2023-01-19,01301252,425040,20230109000347,[발행조건확정]증권신고서(지분증권),general,19.7,32.4,26.05,32000.0,38000.0,35000.0,28000.0,-0.2,,421.8355,,PER,47325.0,,31250.0,,19.7,32.38,26.04,코스닥,0.0,0.0,3.0,partial,639425.0,40.8347,0.01,OK,,,,,3517.4013,532.6537,421.8355,2029.633,1008.1338,2022.0,11011.0,101.33,15.14,dart_api,peer_group_expanded_features_enriched.csv
파두,2023-08-07,01292291,440110,20230726000458,[발행조건확정]증권신고서(지분증권),general,24.2,36.4,30.3,26000.0,31000.0,28500.0,31000.0,0.0877,94820.0,948.2,,PER,40912.0,,6250000.0,193750000000.0,24.2,36.4,30.3,코스닥,0.0,0.0,4.0,ok,864182.0,24.2276,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
파로스아이바이오,2023-07-27,01495180,388870,20230713000053,[발행조건확정]증권신고서(지분증권),general,44.4,56.7,50.55,14000.0,18000.0,16000.0,14000.0,-0.125,,,,PER,32357.0,,42000.0,19600000000.0,44.37,56.73,50.55,코스닥,0.0,0.0,3.0,partial,349456.0,56.7327,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
파인메딕스,2024-12-26,01455410,387570,20241213000142,[발행조건확정]증권신고서(지분증권),general,32.81,39.53,36.17,9000.0,10000.0,9500.0,10000.0,0.0526,4754.0,47.54,,PER,14883.0,5704900.0,900000.0,9000000000.0,32.81,39.53,36.17,코스닥,0.0,0.0,4.0,ok,369723.0,32.8092,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
페스카로,2025-12-10,01817920,,20251128001952,[발행조건확정]증권신고서(지분증권),general,25.57,39.98,32.775,12500.0,15500.0,14000.0,15500.0,0.1071,8069.0,80.69,,PER,20826.0,9866730.0,1300000.0,20150000000.0,25.57,39.98,32.775,코스닥,0.0,0.0,4.0,ok,776427.0,25.5738,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
포스뱅크,2024-01-29,862312,105760,20240115000358,[발행조건확정]증권신고서(지분증권),general,17.23,28.26,22.745,13000.0,15000.0,14000.0,18000.0,0.2857,,,,PER,18122.0,,1500000.0,27000000000.0,17.23,28.26,22.745,코스닥,0.0,0.0,3.0,partial,418687.0,0.6732,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
퓨릿,2023-10-18,1027828,445180,20231004000216,[발행조건확정]증권신고서(지분증권),general,28.0,40.5,34.25,8800.0,10700.0,9750.0,10700.0,0.0974,,,,EV/EBITDA,14824.0,,4137000.0,,28.0,40.5,34.25,코스닥,0.0,0.0,3.0,partial,562108.0,27.8198,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
플라즈맵,2022-10-21,01575839,405000,20221011000097,[발행조건확정]증권신고서(지분증권),general,31.5,43.9,37.7,9000.0,11000.0,10000.0,7000.0,-0.3,,,,PER,16057.0,,53130.0,12397000000.0,31.49,43.95,37.72,코스닥,0.0,0.0,3.0,partial,362330.0,56.4053,0.02,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
피아이이,2025-02-04,1429220,452450,20250116000121,[발행조건확정]증권신고서(지분증권),general,23.97,39.17,31.57,4000.0,5000.0,4500.0,5000.0,0.1111,,,,PER,6576.0,36201000.0,3600000.0,14400000000.0,23.96,39.17,31.565,코스닥,0.0,0.0,3.0,partial,458502.0,23.9659,0.005,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
핀텔,2022-10-20,01524507,291810,20221007000272,[발행조건확정]증권신고서(지분증권),general,21.0,33.4,27.2,7500.0,8900.0,8200.0,8900.0,0.0854,10950.0,109.5,20.5,PER,11263.0,22055945.0,60000.0,17800000000.0,20.9,32.8,26.85,코스닥,0.0,0.0,5.0,ok,725727.0,20.9802,0.35,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
필에너지,2023-07-14,1488320,378340,20230704000142,[첨부정정]증권신고서(지분증권),general,20.73,30.5,25.615,26300.0,30000.0,28150.0,34000.0,0.2078,,,,PER,37844.0,,29412.0,95625000000.0,,,,코스닥,0.0,0.0,3.0,partial,489790.0,,,,,,,,,,,,,,,,,,ipo_features_raw.csv
하스,2024-07-03,01663569,450330,20240621000067,[발행조건확정]증권신고서(지분증권),general,11.72,33.79,22.755,9000.0,12000.0,10500.0,16000.0,0.5238,6320.0,63.2,,PER,13594.0,8376603.0,1810000.0,28960000000.0,11.72,33.79,22.755,코스닥,0.0,0.0,4.0,ok,550795.0,-17.699,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
하이젠알앤엠,2024-06-27,650771,160190,20240617000110,[발행조건확정]증권신고서(지분증권),general,19.13,33.83,26.48,4500.0,5500.0,5000.0,7000.0,0.4,,,33.44,EV/EBITDA,6801.0,,3400000.0,,19.13,33.83,26.48,코스닥,0.0,0.0,4.0,ok,575891.0,-2.926,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
한국피아이엠,2025-04-04,765897,448900,20250324000424,[발행조건확정]증권신고서(지분증권),general,30.59,42.37,36.48,9300.0,11200.0,10250.0,11200.0,0.0927,9062.292,90.6229,11.81,EV/EBITDA,16136.0,6080457.0,65000.0,14560000000.0,30.59,42.37,36.48,코스닥,0.0,0.0,5.0,ok,712141.0,30.59,0.0,OK,EBITDA,,,,,,,,,,,,,,ipo_features_raw.csv
한라캐스트,2025-08-20,00683061,125490,20250808000359,[발행조건확정]증권신고서(지분증권),general,17.54,27.49,22.515,5100.0,5800.0,5450.0,5800.0,0.0642,9910.0,99.1,25.93,PER,7033.0,36526017.0,7500000.0,43500000000.0,17.54,27.49,22.515,코스닥,0.0,0.0,5.0,ok,476662.0,17.5316,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
한선엔지니어링,2023-11-24,958451,452280,20231110000103,[발행조건확정]증권신고서(지분증권),general,22.68,32.99,27.835,5200.0,6000.0,5600.0,7000.0,0.25,,,,PER,7760.0,,4250000.0,29750000000.0,22.68,32.99,27.835,코스닥,0.0,0.0,3.0,partial,557722.0,9.7938,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
한싹,2023-10-04,1602638,430690,20230918000117,[발행조건확정]증권신고서(지분증권),general,20.01,35.28,27.645000000000003,8900.0,11000.0,9950.0,12500.0,0.2563,,,,PER,,,1500000.0,18750000000.0,20.0,35.3,27.65,코스닥,0.0,0.0,3.0,partial,578849.0,,0.005,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
한주라이트메탈,2023-01-19,156600,198940,20230109000226,[발행조건확정]증권신고서(지분증권),general,32.2,40.95,36.575,2700.0,3100.0,2900.0,3100.0,0.069,,,,PER,4572.0,,6500000.0,20150000000.0,32.2,40.95,36.575,코스닥,0.0,0.0,3.0,partial,640883.0,32.196,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
