company_name,listing_date,corp_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,final_offering_price,valuation_model,offering_amount,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_diff,data_quality_flag,price_band_low,price_band_high,band_midpoint,price_vs_mid,per_stock_value,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,discount_rate_implied,total_shares,net_income_mn,net_income_bn,peer_per,offering_shares,discount_rate_xml_source,institutional_ratio,retail_ratio,net_income_type
HB인베스트먼트,2024-01-25,00309460,20240115000371,[발행조건확정]증권신고서(지분증권),general,26.62,37.1,31.86,,PER,22667800000.0,,0.0,0.0,0.0,fail,31097.0,,NO_XML_DR,,,,,,,,,,,,,,,,,,
LB인베스트먼트,2023-03-29,00231901,20230316001463,[발행조건확정]증권신고서(지분증권),general,19.78,30.79,25.285,5100.0,PER,23552039700.0,코스닥,0.0,0.0,1.0,fail,81962.0,,NO_XML_DR,,,,,,,,,,,,,,,,,,
LS머트리얼즈,2023-12-12,01528141,20231130001608,[발행조건확정]증권신고서(지분증권),general,13.62,30.89,22.255,6000.0,EV/EBITDA,87750000000.0,코스닥,0.0,0.0,3.0,partial,640531.0,0.67,OK,4400.0,5500.0,4950.0,0.2121,6423.0,14.36,31.49,22.925,6.5857,,,,,,,,,
M83,2024-08-22,01704680,20240809000437,[발행조건확정]증권신고서(지분증권),general,33.63,43.84,38.735,16000.0,PER,,코스닥,0.0,0.0,4.0,ok,521727.0,0.0,OK,11000.0,13000.0,12000.0,0.3333,19588.0,33.63,43.84,38.735,18.3173,8270400.0,6406.0,64.06,,,,,,
그래피,2025-08-25,01565054,20250808000191,[발행조건확정]증권신고서(지분증권),general,32.39,42.53,37.46,15000.0,PER,29250000000.0,코스닥,0.0,0.0,5.0,ok,852612.0,0.0,OK,17000.0,20000.0,18500.0,-0.1892,29581.0,32.39,42.53,37.46,49.2918,11528547.0,11776.0,117.76,28.96,1950000.0,,,,
그리드위즈,2024-06-14,01299203,20240531001586,[발행조건확정]증권신고서(지분증권),general,43.11,51.65,47.38,40000.0,PER,56000000000.0,코스닥,0.0,0.0,3.0,partial,669538.0,0.0,OK,34000.0,40000.0,37000.0,0.0811,70315.0,43.11,51.65,47.38,43.1131,,,,,1400000.0,,,,
그린광학,2025-11-17,00677486,20251105000064,[발행조건확정]증권신고서(지분증권),general,24.57,34.0,29.285,16000.0,PER,32000000000.0,코스닥,0.0,0.0,4.0,ok,553714.0,0.0,OK,14000.0,16000.0,15000.0,0.0667,21211.0,24.57,34.0,29.285,24.5674,11702541.0,9768.0,97.68,,,,,,
그린리소스,2023-11-24,01370863,20231110000300,[발행조건확정]증권신고서(지분증권),general,20.2,37.3,28.75,17000.0,PER,27880000000.0,코스닥,0.0,0.0,3.0,partial,426054.0,,NO_XML_DR,11000.0,14000.0,12500.0,0.36,17545.0,,,,3.1063,,,,,1640000.0,,,,
금양그린파워,2023-03-13,00872656,20230228000586,[발행조건확정]증권신고서(지분증권),general,33.41,44.23,38.82,10000.0,PER,30073200000.0,코스닥,0.0,0.0,3.0,partial,350066.0,22.0632,MISMATCH_CHECK,6700.0,8000.0,7350.0,0.3605,12013.0,,,16.7568,16.7568,,,,,3007320.0,implied,,,
기가비스,2023-05-24,00765569,20230512000026,[발행조건확정]증권신고서(지분증권),general,39.0,47.14,43.07,43000.0,PER,95385094000.0,코스닥,0.0,0.0,3.0,partial,389674.0,9.1405,MISMATCH_CHECK,34400.0,39700.0,37050.0,0.1606,65082.0,,,33.9295,33.9295,,,,,2218258.0,implied,,,
꿈비,2023-02-09,01586455,20230130000210,[발행조건확정]증권신고서(지분증권),general,13.18,22.83,18.005,5000.0,PER,10000000000.0,코스닥,0.0,0.0,3.0,partial,368993.0,,NO_XML_DR,4000.0,4500.0,4250.0,0.1765,5183.0,,,,3.5308,,,,,,,,,
나노팀,2023-03-03,01524118,20230217000999,[발행조건확정]증권신고서(지분증권),general,22.21,31.19,26.7,13000.0,PER,26650000000.0,코스닥,0.0,0.0,3.0,partial,411069.0,4.4884,MISMATCH_CHECK,11500.0,13000.0,12250.0,0.0612,16712.0,,,22.2116,22.2116,,,,,61500.0,implied,,,
나라셀라,2023-06-02,01021639,20230519000339,[발행조건확정]증권신고서(지분증권),general,21.52,34.6,28.06,20000.0,PER,,코스닥,0.0,0.0,3.0,partial,335641.0,0.0,OK,20000.0,24000.0,22000.0,-0.0909,30580.0,21.52,34.6,28.06,34.5978,,,,,,,,,
나라스페이스테크놀로지,2025-12-17,01787355,20251205000544,[발행조건확정]증권신고서(지분증권),general,30.69,44.97,37.83,16500.0,PER,28380000000.0,코스닥,0.0,0.0,5.0,ok,881712.0,0.0,OK,13100.0,16500.0,14800.0,0.1149,23805.0,30.69,44.97,37.83,30.6868,11774571.0,5419.0,54.19,51.72,1720000.0,,,,
나우로보틱스,2025-05-08,01594791,20250422000537,[발행조건확정]증권신고서(지분증권),general,25.17,35.07,30.12,6800.0,PER,17000000000.0,코스닥,0.0,0.0,3.0,partial,491154.0,0.0,OK,5900.0,6800.0,6350.0,0.0709,9087.0,25.17,35.07,30.12,25.1678,,,,,2500000.0,,,,
넥스트바이오메디컬,2024-08-20,01385050,20240806000195,[발행조건확정]증권신고서(지분증권),general,30.6,42.56,36.58,29000.0,PER,29000000000.0,코스닥,0.0,0.0,4.0,ok,519073.0,0.0,OK,24000.0,29000.0,26500.0,0.0943,417843.0,30.6,42.56,36.58,93.0596,,18360.0,183.6,,1000000.0,,,,
넥스트칩,2022-07-01,01515864,20220620000302,[발행조건확정]증권신고서(지분증권),general,32.5,42.4,37.45,13000.0,PER,33800000000.0,코스닥,0.0,0.0,3.0,partial,405420.0,0.0,OK,9900.0,11600.0,10750.0,0.2093,17181.0,32.5,42.4,37.45,24.335,,,,,78000.0,,,,
노머스,2024-11-12,01703849,20241101000247,[발행조건확정]증권신고서(지분증권),general,24.91,32.37,28.64,30200.0,PER,34126000000.0,코스닥,0.0,0.0,3.0,partial,699081.0,0.19,OK,27200.0,30200.0,28700.0,0.0523,40220.0,24.7,32.2,28.45,24.913,,,,,1130000.0,,,,
노브랜드,2024-05-23,00305941,20240510000090,[발행조건확정]증권신고서(지분증권),general,14.45,32.34,23.395,14000.0,PER,16800000000.0,코스닥,0.0,0.0,3.0,partial,622237.0,0.0,OK,8700.0,11000.0,9850.0,0.4213,12858.0,14.45,32.34,23.395,-8.8816,9950113.0,,,,1200000.0,,,,
노브랜드,2024-05-24,00305941,20240510000090,[발행조건확정]증권신고서(지분증권),general,14.45,32.34,23.395,14000.0,PER,16800000000.0,코스닥,0.0,0.0,3.0,partial,622237.0,0.0,OK,8700.0,11000.0,9850.0,0.4213,12858.0,14.45,32.34,23.395,-8.8816,9950113.0,,,,1200000.0,,,,
노을,2022-03-03,01494118,20220218001119,[발행조건확정]증권신고서(지분증권),general,16.5,36.2,26.35,10000.0,PER,15000000000.0,코스닥,0.0,0.0,3.0,partial,349163.0,0.02,OK,13000.0,17000.0,15000.0,-0.3333,,16.51,36.15,26.33,,,,,,1500000.0,,64.0,25.0,
노타,2025-11-03,01810477,20251022000314,[발행조건확정]증권신고서(지분증권),general,22.7,35.5,29.1,9100.0,PER,26535600000.0,코스닥,0.0,0.0,5.0,ok,977500.0,0.0,OK,7600.0,9100.0,8350.0,0.0898,11774.0,22.7,35.5,29.1,22.7111,21500805.0,8616.0,86.16,29.4,2916000.0,,,,
뉴로메카,2022-11-04,01336461,20221025000174,[발행조건확정]증권신고서(지분증권),general,30.1,42.1,36.1,16900.0,PER,,코스닥,0.0,0.0,5.0,ok,657971.0,0.41,OK,14000.0,16900.0,15450.0,0.0939,24177.0,29.69,41.69,35.69,30.0989,10967670.0,14220.76,142.2076,30.41,45000.0,,,,
뉴로핏,2025-07-25,01782004,20250714000224,[발행조건확정]증권신고서(지분증권),general,24.76,38.74,31.75,14000.0,PER,28000000000.0,코스닥,0.0,0.0,3.0,partial,745705.0,0.0,OK,11400.0,14000.0,12700.0,0.1024,18608.0,24.76,38.74,31.75,24.7635,,,,,2000000.0,,,,
뉴엔AI,2025-07-04,01639508,20250620000288,[발행조건확정]증권신고서(지분증권),general,26.06,35.92,30.99,15000.0,EV/EBITDA,33300000000.0,코스닥,0.0,0.0,3.0,partial,647823.0,0.0,OK,13000.0,15000.0,14000.0,0.0714,20287.0,26.06,35.92,30.99,26.061,,,,,2220000.0,,,,
뉴엔에이아이,2025-07-04,,,,general,26.06,35.92,30.99,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
닷밀,2024-11-13,01605282,20241101000289,[발행조건확정]증권신고서(지분증권),general,20.91,33.08,26.995,13000.0,PER,,코스닥,0.0,0.0,3.0,partial,457533.0,0.0,OK,11000.0,13000.0,12000.0,0.0833,16438.0,20.91,33.08,26.995,20.915,9438054.0,,,,1200000.0,,,,
대진첨단소재,2025-03-06,01549472,20250219001498,[발행조건확정]증권신고서(지분증권),general,30.11,41.4,35.755,9000.0,EV/EBITDA,27000000000.0,코스닥,0.0,0.0,4.0,ok,730567.0,2.005,MINOR_DIFF,10900.0,13000.0,11950.0,-0.2469,19200.0,32.29,43.23,37.76,53.125,16504372.0,,,31.54,3000000.0,,,,
더즌,2025-03-24,01563667,20250311000714,[발행조건확정]증권신고서(지분증권),general,24.41,36.51,30.46,9000.0,PER,22500000000.0,코스닥,0.0,0.0,5.0,ok,450457.0,0.0,OK,10500.0,12500.0,11500.0,-0.2174,16537.0,24.41,36.51,30.46,45.5766,23967758.0,11760.417,117.6042,33.7,2500000.0,,,,
더핑크퐁컴퍼니,2025-11-18,01138364,20251105000307,[발행조건확정]증권신고서(지분증권),general,15.3,28.67,21.985,38000.0,EV/EBITDA,76000000000.0,코스닥,0.0,0.0,4.0,ok,530840.0,0.0,OK,32000.0,38000.0,35000.0,0.0857,44864.0,15.3,28.67,21.985,15.2996,,25616.0,256.16,,2000000.0,,,,EBITDA
데이원컴퍼니,2025-01-24,01455492,20250114000473,[발행조건확정]증권신고서(지분증권),general,14.14,29.25,21.695,13000.0,EV/EBITDA,17693000000.0,코스닥,0.0,0.0,3.0,partial,675634.0,0.0,OK,22000.0,26700.0,24350.0,-0.4661,31097.0,14.14,29.25,21.695,58.1953,13950639.0,,,,1361000.0,,,,
도우인시스,2025-07-23,01380578,20250711000117,[발행조건확정]증권신고서(지분증권),general,16.2,24.05,20.125,32000.0,EV/EBITDA,44800000000.0,코스닥,0.0,0.0,4.0,ok,509587.0,0.0,OK,29000.0,32000.0,30500.0,0.0492,38185.0,16.2,24.05,20.125,16.1975,10964654.0,,,15.01,1400000.0,,,,
동국생명과학,2025-02-17,01233465,20250131000480,[발행조건확정]증권신고서(지분증권),general,11.2,21.75,16.475,9000.0,EV/EBITDA,18000000000.0,코스닥,0.0,0.0,4.0,ok,624274.0,0.095,OK,12600.0,14300.0,13450.0,-0.3309,16103.0,11.26,21.5,16.38,44.1098,15992070.0,,,14.82,2000000.0,,,,
동방메디컬,2025-02-13,01073261,20250124000579,[발행조건확정]증권신고서(지분증권),general,38.78,47.53,43.155,10500.0,EV/EBITDA,31500000000.0,코스닥,0.0,0.0,5.0,ok,488569.0,1.715,MINOR_DIFF,9000.0,10500.0,9750.0,0.0769,17152.0,40.63,49.11,44.87,38.7826,21226940.0,22301.155,223.0115,17.58,3000000.0,,69.0,25.0,EBITDA
듀켐바이오,2024-12-20,00867034,20241210000172,[발행조건확정]증권신고서(지분증권),general,30.99,39.8,35.395,8000.0,PER,11440000000.0,,0.0,0.0,1.0,fail,165556.0,,NO_XML_DR,,,,,,,,,,,,,,1430000.0,,,,
디앤디파마텍,2024-05-02,01376715,20240419000507,[발행조건확정]증권신고서(지분증권),general,40.31,49.49,44.9,33000.0,PER,36300000000.0,코스닥,0.0,0.0,4.0,ok,775557.0,0.0,OK,22000.0,26000.0,24000.0,0.375,43555.0,40.31,49.49,44.9,24.2337,11029867.0,33297.0,332.97,,1100000.0,,,,
라메디텍,2024-06-17,01504211,20240603000259,[발행조건확정]증권신고서(지분증권),general,10.54,26.75,18.645,16000.0,PER,20768000000.0,코스닥,0.0,0.0,3.0,partial,491910.0,0.0,OK,10400.0,12700.0,11550.0,0.3853,14197.0,10.54,26.75,18.645,-12.6999,,,,,1298000.0,,,,
레뷰코퍼레이션,2023-10-06,01468061,20230918000162,[발행조건확정]증권신고서(지분증권),general,22.43,32.42,27.425,15000.0,PER,,코스닥,0.0,0.0,3.0,partial,828218.0,15.5773,MISMATCH_CHECK,11500.0,13200.0,12350.0,0.2146,17016.0,,,11.8477,11.8477,,,,,2240000.0,implied,,,
레이저쎌,2022-06-24,01573381,20220613000057,[발행조건확정]증권신고서(지분증권),general,15.6,27.7,21.65,16000.0,PER,25600000000.0,코스닥,0.0,0.0,3.0,partial,392603.0,,NO_XML_DR,12000.0,14000.0,13000.0,0.2308,16592.0,,,,3.568,,,,,1600000.0,,,,
로킷헬스케어,2025-05-12,01335143,20250422000103,[발행조건확정]증권신고서(지분증권),general,29.0,39.5,34.25,11000.0,PER,17160000000.0,코스닥,0.0,0.0,5.0,ok,833985.0,0.0,OK,11000.0,13000.0,12000.0,-0.0833,18249.0,29.0,39.5,34.25,39.7227,16218639.0,11784.0,117.84,25.12,46800.0,,,,
루닛,2022-07-21,01397620,20220711000248,[발행조건확정]증권신고서(지분증권),general,38.1,44.4,41.25,30000.0,PER,36474000000.0,코스닥,0.0,0.0,5.0,ok,836009.0,0.02,OK,44000.0,49000.0,46500.0,-0.3548,79178.0,38.11,44.43,41.27,62.1107,22055945.0,58349.0,583.49,34.82,1215800.0,,,,
루미르,2024-10-21,01636565,20241008000444,[발행조건확정]증권신고서(지분증권),general,21.36,36.7,29.03,12000.0,PER,28800000000.0,코스닥,0.0,0.0,5.0,ok,689910.0,0.0,OK,16500.0,20500.0,18500.0,-0.3514,26068.0,21.36,36.7,29.03,53.9665,19198502.0,17652.0,176.52,28.35,2400000.0,,,,
리브스메드,2025-12-24,01385005,20251212000518,[발행조건확정]증권신고서(지분증권),general,27.13,41.7,34.415,55000.0,PER,135850000000.0,코스닥,0.0,0.0,5.0,ok,1240739.0,0.0,OK,44000.0,55000.0,49500.0,0.1111,75474.0,27.13,41.7,34.415,27.1272,25919737.0,42995.0,429.95,45.5,2470000.0,,,,
링크솔루션,2025-06-10,01764099,20250526000299,[발행조건확정]증권신고서(지분증권),general,42.87,50.32,46.595,23000.0,PER,20700000000.0,코스닥,0.0,0.0,5.0,ok,426880.0,0.0,OK,20000.0,23000.0,21500.0,0.0698,40259.0,42.87,50.32,46.595,42.8699,5806432.0,7771.0,77.71,30.08,,,,,
마녀공장,2023-06-08,01136977,20230524000321,[발행조건확정]증권신고서(지분증권),general,37.32,46.28,41.8,16000.0,PER,32000000000.0,코스닥,0.0,0.0,3.0,partial,341158.0,0.0,OK,12000.0,14000.0,13000.0,0.2308,22337.0,37.32,46.28,41.8,28.37,,,,,,,,,
마이크로투나노,2023-04-26,00624378,20230413001207,[발행조건확정]증권신고서(지분증권),general,21.2,31.4,26.3,15500.0,PER,15500000000.0,코스닥,0.0,0.0,3.0,partial,385971.0,5.1002,MISMATCH_CHECK,13500.0,15500.0,14500.0,0.069,19670.0,,,21.1998,21.1998,,,,,30000.0,implied,,,
메가터치,2023-11-09,00923516,20231030000175,[발행조건확정]증권신고서(지분증권),general,19.83,29.85,24.84,4800.0,PER,24960000000.0,코스닥,0.0,0.0,5.0,ok,605141.0,0.0,OK,3500.0,4000.0,3750.0,0.28,4989.0,19.83,29.85,24.84,3.7883,20771000.0,3366.0,33.66,30.79,5200000.0,,,,
모니터랩,2023-05-19,01583652,20230508000469,[발행조건확정]증권신고서(지분증권),general,30.6,46.9,38.75,9800.0,PER,19600000000.0,코스닥,0.0,0.0,3.0,partial,342877.0,,NO_XML_DR,7500.0,9800.0,8650.0,0.1329,,,,,,,,,,2000000.0,,,,
모아데이타,2022-03-10,01423837,20220224002200,[발행조건확정]증권신고서(지분증권),general,15.9,27.9,21.9,20000.0,PER,16000000000.0,코스닥,0.0,0.0,3.0,partial,299677.0,0.0,OK,24000.0,28000.0,26000.0,-0.2308,33286.0,15.9,27.9,21.9,39.9147,,,,,24000.0,,,,
모티브링크,2025-02-20,00367400,20250210000466,[발행조건확정]증권신고서(지분증권),general,16.98,29.43,23.205,6000.0,PER,18123540000.0,코스닥,0.0,0.0,4.0,ok,507340.0,0.5,OK,5100.0,6000.0,5550.0,0.0811,7227.0,17.53,29.88,23.705,16.978,12390358.0,3204.0,32.04,,3020590.0,,,,
미래반도체,2023-01-27,00299844,20230113000114,[발행조건확정]증권신고서(지분증권),general,10.72,21.14,15.93,6000.0,PER,21600000000.0,코스닥,0.0,0.0,3.0,partial,340257.0,5.2024,MISMATCH_CHECK,5300.0,6000.0,5650.0,0.0619,6721.0,,,10.7276,10.7276,,,,,3600000.0,implied,,,
미트박스,2025-01-23,01374717,20250110000703,[발행조건확정]증권신고서(지분증권),general,29.18,41.5,35.34,19000.0,PER,19000000000.0,코스닥,0.0,0.0,3.0,partial,467403.0,0.0,OK,19000.0,23000.0,21000.0,-0.0952,32478.0,29.18,41.5,35.34,41.4989,5642150.0,,,,1000000.0,,,,
미트박스글로벌,2025-01-23,,,,general,29.18,41.5,35.34,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
민테크,2024-05-03,01689035,20240422000037,[발행조건확정]증권신고서(지분증권),general,13.62,33.95,23.785,10500.0,PER,,코스닥,0.0,0.0,3.0,partial,370406.0,0.0,OK,6500.0,8500.0,7500.0,0.4,9841.0,13.62,33.95,23.785,-6.6965,,,,,3000000.0,,,,
밀리의서재,2023-09-27,01467451,20230915000280,[발행조건확정]증권신고서(지분증권),general,38.16,46.23,42.195,23000.0,PER,,코스닥,0.0,0.0,3.0,partial,438189.0,0.0,OK,20000.0,23000.0,21500.0,0.0698,37193.0,38.16,46.23,42.195,38.1604,,,,,1500000.0,,,,
바이오비쥬,2025-05-20,01657197,20250502000293,[발행조건확정]증권신고서(지분증권),general,31.42,39.67,35.545,9100.0,PER,27300000000.0,코스닥,0.0,0.0,5.0,ok,507002.0,0.0,OK,8000.0,9100.0,8550.0,0.0643,13342.0,31.42,39.67,35.545,31.7943,15524430.0,8120.0,81.2,25.51,3000000.0,,,,
바이오에프디엔씨,2022-02-21,01160974,20220127000144,[발행조건확정]증권신고서(지분증권),general,20.4,36.8,28.6,28000.0,PER,,코스닥,0.0,0.0,5.0,ok,532934.0,0.0,OK,23000.0,29000.0,26000.0,0.0769,36414.2,20.36,36.84,28.6,23.1069,8864700.0,14799.0,147.99,28.85,1300000.0,,,,
바이오인프라,2023-03-02,01110058,20230217001371,[기재정정]증권신고서(지분증권),general,25.64,36.26,30.95,21000.0,EV/EBITDA,,,0.0,0.0,4.0,ok,2627373.0,5.3126,MISMATCH_CHECK,18000.0,21000.0,19500.0,0.0769,28240.0,,,25.6374,25.6374,2.0,3349.0,33.49,,650000.0,implied,,,
뱅크웨어글로벌,2024-08-12,01138595,20240731000209,[발행조건확정]증권신고서(지분증권),general,27.93,39.31,33.62,16000.0,PER,,코스닥,0.0,0.0,3.0,partial,348349.0,0.0,OK,16000.0,19000.0,17500.0,-0.0857,26361.0,27.93,39.31,33.62,39.3043,,,,,1400000.0,,,,
버넥트,2023-07-26,01605529,20230714000339,[기재정정]증권신고서(지분증권),general,21.9,33.9,27.9,16000.0,EV/EBITDA,,코스닥,0.0,0.0,4.0,ok,3490948.0,0.01,OK,11500.0,13600.0,12550.0,0.2749,17408.0,21.88,33.94,27.91,8.0882,,9956.0,99.56,,1920000.0,,,,
벡트,2024-12-16,01453944,20241203000034,[발행조건확정]증권신고서(지분증권),general,23.7,31.53,27.615,3900.0,PER,18525000000.0,코스닥,0.0,0.0,5.0,ok,579711.0,0.0,OK,3500.0,3900.0,3700.0,0.0541,,23.7,31.53,27.615,,,3174.0,31.74,22.08,4750000.0,,,,
보로노이,2022-06-24,01327746,20220613000191,[발행조건확정]증권신고서(지분증권),general,36.5,44.8,40.65,40000.0,PER,52000000000.0,코스닥,0.0,0.0,3.0,partial,385674.0,0.01,OK,40000.0,46000.0,43000.0,-0.0698,72464.0,36.52,44.8,40.66,44.8002,,,,,1300000.0,,,,
뷰티스킨,2023-07-24,01147487,20230712000259,[발행조건확정]증권신고서(지분증권),general,6.69,18.36,12.525,26000.0,PER,,코스닥,0.0,0.0,1.0,fail,543464.0,0.0,OK,,,,,25722.0,6.69,18.36,12.525,-1.0808,,,,,,,,,
블루엠텍,2023-12-13,01559637,20231130001738,[발행조건확정]증권신고서(지분증권),general,19.96,36.81,28.385,,PER,26600000000.0,,0.0,0.0,0.0,fail,15493.0,,NO_XML_DR,,,,,,,,,,,,,,1400000.0,,,,
비아이매트릭스,2023-11-09,01462739,20231027000507,[발행조건확정]증권신고서(지분증권),general,15.53,30.12,22.825,,PER,15600000000.0,,0.0,0.0,0.0,fail,75705.0,,NO_XML_DR,,,,,,,,,,,,,,,,,,
비츠로넥스텍,2025-11-21,01194607,20251110000233,[발행조건확정]증권신고서(지분증권),general,21.95,33.26,27.605,6900.0,PER,30360000000.0,코스닥,0.0,0.0,5.0,ok,650831.0,0.0,OK,5900.0,6900.0,6400.0,0.0781,8840.0,21.95,33.26,27.605,21.9457,,6781.0,67.81,37.78,4400000.0,,,,
비플라이소프트,2022-06-20,,,,general,34.2,42.9,38.55,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
빅텐츠,2023-08-17,,,,general,21.56,28.38,24.97,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
빅토리콘텐츠,2023-08-17,,,,general,21.56,28.38,24.97,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
사이냅소프트,2024-11-19,01207901,20241106000152,[발행조건확정]증권신고서(지분증권),general,27.98,38.26,33.12,24500.0,PER,24745000000.0,코스닥,0.0,0.0,5.0,ok,450847.0,0.0,OK,21000.0,24500.0,22750.0,0.0769,34016.0,27.98,38.26,33.12,27.9751,5037023.0,6809.0,68.09,25.2,1010000.0,,,,
삼기이브이,2023-02-03,,,,general,10.98,25.51,18.245,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
삼양엔씨켐,2025-02-03,00863533,20250114000181,[발행조건확정]증권신고서(지분증권),general,17.75,26.89,22.32,18000.0,EV/EBITDA,19800000000.0,코스닥,0.0,0.0,4.0,ok,463573.0,0.02,OK,16000.0,18000.0,17000.0,0.0588,21884.0,17.7,26.9,22.3,17.7481,10830140.0,16121.0,161.21,,1100000.0,,,,EBITDA
삼양컴텍,2025-08-18,00141583,20250801000255,[발행조건확정]증권신고서(지분증권),general,25.25,35.92,30.585,7700.0,PER,111650000000.0,코스닥,0.0,0.0,4.0,ok,899220.0,0.0,OK,6600.0,7700.0,7150.0,0.0769,,25.25,35.92,30.585,,,2.0,0.02,,14500000.0,,,,
삼현,2024-03-21,00262266,20240311000468,[발행조건확정]증권신고서(지분증권),general,12.93,30.28,21.605,30000.0,PER,60000000000.0,코스닥,0.0,0.0,3.0,partial,573898.0,0.0,OK,20000.0,25000.0,22500.0,0.3333,28685.0,12.93,30.28,21.605,-4.5843,,,,,2000000.0,,,,
샌즈랩,2023-02-15,01242241,20230203000232,[발행조건확정]증권신고서(지분증권),general,14.1,30.5,22.3,10500.0,PER,38850000000.0,코스닥,0.0,0.0,3.0,partial,542174.0,8.1615,MISMATCH_CHECK,8500.0,10500.0,9500.0,0.1053,12229.0,,,14.1385,14.1385,,,,,,implied,,,
샤페론,2022-10-19,01387164,20221005000182,[발행조건확정]증권신고서(지분증권),general,35.3,48.0,41.65,5000.0,PER,13735000000.0,코스닥,0.0,0.0,3.0,partial,358224.0,0.0,OK,8200.0,10200.0,9200.0,-0.4565,15758.0,35.3,48.0,41.65,68.2701,,,,,2747000.0,,,,
성우,2024-10-30,00319272,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,32000.0,PER,96000000000.0,코스닥,0.0,0.0,4.0,ok,522577.0,0.0,OK,25000.0,29000.0,27000.0,0.1852,33732.0,14.03,25.89,19.96,5.1346,15076980.0,25518.0,255.18,,3000000.0,,,,
성우,2024-10-31,00319272,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,32000.0,PER,96000000000.0,코스닥,0.0,0.0,4.0,ok,522577.0,0.0,OK,25000.0,29000.0,27000.0,0.1852,33732.0,14.03,25.89,19.96,5.1346,15076980.0,25518.0,255.18,,3000000.0,,,,
세나테크놀로지,2025-11-14,01010615,20251031000250,[발행조건확정]증권신고서(지분증권),general,39.44,49.35,44.395,56800.0,PER,31808000000.0,코스닥,0.0,0.0,5.0,ok,559400.0,0.045,OK,47500.0,56800.0,52150.0,0.0892,93788.0,39.4,49.3,44.35,39.4379,5862700.0,20549.0,205.49,26.76,560000.0,,,,
센서뷰,2023-07-19,01593668,20230706000211,[발행조건확정]증권신고서(지분증권),general,36.7,49.0,42.85,4500.0,PER,17550000000.0,코스닥,0.0,0.0,3.0,partial,445275.0,22.0057,MISMATCH_CHECK,2900.0,3600.0,3250.0,0.3846,5685.0,,,20.8443,20.8443,,,,,3900000.0,implied,,,
셀비온,2024-10-16,01275489,20241004000196,[발행조건확정]증권신고서(지분증권),general,41.32,51.1,46.21,15000.0,PER,28665000000.0,코스닥,0.0,0.0,3.0,partial,400235.0,0.46,OK,10000.0,12200.0,11100.0,0.3514,20449.0,40.5,51.0,45.75,26.6468,,,,,1911000.0,,,,
