company_name,listing_date,corp_code,stock_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,net_income_mn,net_income_bn,peer_per,valuation_model,per_stock_value,total_shares,offering_shares,offering_amount,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_diff,data_quality_flag,net_income_type,institutional_ratio,retail_ratio,discount_rate_xml_source,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source,source_dataset,crawling_sector,crawling_industry,crawling_summary,crawling_source_url,crawling_collected_at,crawling_status,segment_bio,segment_healthcare,segment_software,segment_ai,segment_robotics,segment_semiconductor,segment_materials,segment_manufacturing,segment_mobility,segment_fintech,segment_deeptech,segment_platform,segment_consumer,segment_unknown
에스투더블유,2025-09-19,1803635,488280,20250909000313,[발행조건확정]증권신고서(지분증권),general,24.05,34.65,29.35,11400.0,13200.0,12300.0,13200.0,0.0732,,,19.36,PER,17399.0,11058366.0,1580000.0,20856000000.0,24.05,34.65,29.35,코스닥,0.0,0.0,4.0,ok,444263.0,24.1336,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,IT서비스,"동사는 AI 빅데이터 분석 기반의 데이터 인텔리전스 기업으로, 비정형 데이터를 수집하고 AI 알고리즘으로 분석하여 데이터 간 상관관계를 도출함. 멀티도메인 데이터 교차분석을 통해 국방, 기업보안, 산업 AI 분야에서 국제적으로 솔루션을 공급하고 있음. 도메인 특화 언어모델과 교차분석 기술로 AI Agent 구축을 목표로 하며, 산업을 금융과 공공 등으로 확대하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=488280,2026-06-09T18:54:15,ok,0,0,1,1,0,0,0,0,0,1,0,0,0,0
에어레인,2024-11-08,1663116,163280,20241023000152,[발행조건확정]증권신고서(지분증권),general,30.8,40.15,35.475,16000.0,18500.0,17250.0,23000.0,0.3333,,,,PER,27878.0,,,,30.8,40.15,35.475,코스닥,0.0,0.0,3.0,partial,452311.0,17.4977,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 기계·장비,화학,"동사는 2001년 설립된 고분자화합물 기반 중공사를 활용한 기체분리막 제품을 개발, 제조, 판매하는 기업으로, 2024년 코스닥시장에 기술성장기업으로 상장함. 자체 개발한 기체분리막을 통해 질소, 메탄, 이산화탄소 등을 고순도로 분리하는 모듈 및 시스템을 공급하며, 질소 발생, 바이오가스 고질화, 이산화탄소 포집 등에 적용하고 있음. 국내 유일의 기체 분리 솔루션 전문 기업으로 글로벌 친환경 에너지 분야에서 사업을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=163280,2026-06-09T18:54:15,ok,1,0,1,0,0,1,1,1,0,0,0,0,0,0
에이럭스,2024-11-01,1641600,475580,20241021000237,[발행조건확정]증권신고서(지분증권),general,13.41,26.24,19.825,11500.0,13500.0,12500.0,16000.0,0.28,4169.567,41.6957,51.56,PER,15591.0,13789430.0,1500000.0,24000000000.0,13.41,26.24,19.825,코스닥,0.0,0.0,5.0,ok,695495.0,-2.6233,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 기타제조,교육서비스,"동사는 2015년 드론 및 로봇 제조 전문 기업으로 설립되었으며, 2024년 코스닥시장에 상장함. 주력 제품인 교육용 드론 및 로봇의 개발·제조를 기반으로 교육 콘텐츠, 플랫폼, 서비스까지 확장된 융합 사업을 영위하고 있음. 2022년 드론 사업부 신설로 핵심 부품을 내재화하였으며, 2025년 이알 및 이알 베트남 인수를 통한 수직계열화와 보라스카이 인수로 방산 시장에 본격 진입하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=475580,2026-06-09T18:54:15,ok,0,0,1,0,1,0,0,1,0,0,0,1,0,0
에이에스텍,2023-11-28,1538528,453860,20231115000157,[발행조건확정]증권신고서(지분증권),general,21.96,34.44,28.2,21000.0,25000.0,23000.0,28000.0,0.2174,,,,PER,,,35715.0,39396000000.0,21.96,34.44,28.2,코스닥,0.0,0.0,3.0,partial,508140.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 화학,화장품,"동사는 2005년 자외선 차단 원료 전문기업으로 설립되어 2023년 코스닥 상장을 승인받았음. 2008년 삼진제약과 기술이전 및 납품계약을 체결해 사업을 구축하였고, 2019년 UviMax® DHHB 양산을 시작해 글로벌 화학회사와 화장품OEM사에 공급 중. 유기자외선 차단 소재 전문기업으로 UviMax® DHHB와 UviMax® BEMT를 주력 생산하며, 기술혁신과 특허 확대를 통해 글로벌 시장으로 영역을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=453860,2026-06-09T18:54:15,ok,1,0,0,0,0,0,1,1,0,0,0,0,1,0
에이엘티,2023-07-27,493325,172670,20230714000210,[발행조건확정]증권신고서(지분증권),general,24.48,38.48,31.48,16700.0,20500.0,18600.0,25000.0,0.3441,,,,PER,27146.0,,900000.0,,24.48,38.48,31.48,코스닥,0.0,0.0,3.0,partial,276827.0,7.9054,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,반도체와반도체장비,"동사는 2003년 설립되어 비메모리 반도체 후공정 테스트를 전문적으로 수행하고, 종속회사 에이지피는 CIS 패키징 사업을 진행하고 있음. DDI, CIS, PMIC, MCU, M/C 테스트와 CIS Wafer Test 후 Reconstruct를 진행하고 있음. SoC 테스트 품목 확대 및 차세대 전력반도체 재료인 SiC의 Dicing 기술 개발을 하며, 최신 설비와 전문 엔지니어 확보로 매출 성장을 지속하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=172670,2026-06-09T18:54:16,ok,0,0,0,0,0,1,0,0,0,0,0,0,0,0
에이유브랜즈,2025-04-03,1803927,481070,20250321000213,[발행조건확정]증권신고서(지분증권),general,8.79,20.19,14.49,14000.0,16000.0,15000.0,16000.0,0.0667,10658.266,106.5827,23.47,PER,17542.0,14260000.0,60000.0,32000000000.0,8.79,20.19,14.49,코스닥,0.0,0.0,5.0,ok,590422.0,8.7903,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 유통,"섬유,의류,신발,호화품","동사는 2022년 ㈜에이유커머스에서 물적분할되어 설립된 패션·라이프스타일 전문 기업임. 2010년 영국 ZENNAR LTD와 파트너십으로 '락피쉬' 브랜드를 도입하고, 2013년 사업권을 완전 인수하여 독자적 운영 체제를 구축함. 2020년 '락피쉬웨더웨어'로 리브랜딩하여 사계절 라이프스타일 브랜드로 전환, 2024년 영국 ZENNAR LIMITED 지분 인수로 글로벌 사업을 재정비하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=481070,2026-06-09T18:54:16,ok,0,0,0,0,0,0,0,0,0,0,0,1,1,0
에이직랜드,2023-11-13,1540453,445090,20231031000244,[발행조건확정]증권신고서(지분증권),general,30.96,38.38,34.67,19100.0,21400.0,20250.0,25000.0,0.2346,,,,PER,30998.0,,2636330.0,65908250000.0,30.96,38.38,34.67,코스닥,0.0,0.0,3.0,partial,768583.0,19.3496,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,반도체와반도체장비,"동사는 2016년 설립된 시스템 반도체 디자인하우스로, 글로벌 1위 파운드리 TSMC의 국내 유일 공식 협력사임. 고객사의 반도체 회로 설계를 TSMC를 통해 제조 가능한 설계로 전환하며, AI 반도체, 모바일, 네트워킹 기기 등 다양한 분야에 대응하고 있음. SoC 아키텍처 설계부터 양산까지 지원하며, Arm의 ADP 자격을 바탕으로 5G, 엣지 메모리 컨트롤러, IoT 등 고성능 SoC 개발을 전문으로 하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=445090,2026-06-09T18:54:16,ok,0,0,0,1,0,1,0,1,0,0,0,0,0,0
에이치브이엠,2024-06-28,1011368,295310,20240618000224,[발행조건확정]증권신고서(지분증권),general,17.0,36.0,26.5,11000.0,14200.0,12600.0,18000.0,0.4286,,,,PER,17139.0,,2400000.0,43200000000.0,17.0,36.0,26.5,코스닥,0.0,0.0,3.0,partial,604048.0,-5.0236,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 금속,비철금속,"동사는 2012년 설립된 첨단 금속 전문 제조기업으로 2024년 코스닥 시장에 상장함. 고청정 진공용해 기술을 핵심 역량으로 연구개발을 통해 Ni계 초내열 합금, Fe계 고강도 합금, Ti계 특수합금 등 고부가가치 소재를 안정적으로 공급해 왔음. 슈퍼알로이 분야에서 글로벌 기술 경쟁력을 확보하여 우주·항공·방위, 반도체, 에너지 등 전략 산업 전반에 다각화된 사업을 구축하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=295310,2026-06-09T18:54:17,ok,0,0,0,0,0,1,1,1,0,0,1,0,0,0
에이치엔에스하이텍,2024-10-25,311216,044990,20241011000542,[발행조건확정]증권신고서(지분증권),general,19.37,31.78,25.575000000000003,22000.0,26000.0,24000.0,22000.0,-0.0833,13082.172,130.8217,,PER,32247.0,8061064.0,500000.0,,19.37,31.78,25.575,코스닥,0.0,0.0,4.0,ok,390590.0,31.7766,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,전자장비와기기,"동사는 1995년 설립된 반도체 부품 개발 기업으로, 2015년 코넥스 상장 후 2024년 코스닥 시장에 이전 상장함. 동사는 ACF 제조를 주력으로 하는 소재사업부와 수정진동자 및 발진기를 개발·제조하는 전자사업부를 운영하고 있음. 소재사업부는 Touch Panel용 ACF를 최초 상품화하여 TSP시장 선도, 전자사업부는 통신용 고주파수 제품으로 시장점유율 1위 달성하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044990,2026-06-09T18:54:17,ok,0,0,0,0,0,1,1,1,0,0,0,0,0,0
에이텀,2023-12-01,1444380,355690,20231117000115,[발행조건확정]증권신고서(지분증권),general,25.08,42.56,33.82,23000.0,30000.0,26500.0,18000.0,-0.3208,,,,PER,40043.0,,19500.0,,25.08,42.56,33.82,코스닥,0.0,0.0,3.0,partial,345329.0,55.0483,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 전기·전자,전자장비와기기,"동사는 2015년 설립된 평판형 트랜스 전문 기업으로, 2023년 코스닥시장에 기술성장기업으로 상장함. 종속회사로 에이텀 베트남 법인(생산기지), 청한전자(MLCC 등 전자부품 유통), 디에스티(선박 및 산업기계 부품 제조·판매)를 보유하고 있음. 동사는 평판형 트랜스 핵심 기술을 기반으로 소형화, 고효율, 고출력 트랜스를 제조하며, 휴대용 충전기, TV용 트랜스, 전기자동차 부품 등 종합 솔루션을 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=355690,2026-06-09T18:54:17,ok,0,0,1,0,0,1,0,1,1,0,0,0,0,0
에이프릴바이오,2022-07-28,1375822,397030,20220718000098,[발행조건확정]증권신고서(지분증권),general,40.3,48.1,44.2,20000.0,23000.0,21500.0,16000.0,-0.2558,28058.0,280.58,29.58,PER,37346.0,11533445.0,1296000.0,20736000000.0,38.41,46.45,42.43,코스닥,0.0,0.0,5.0,ok,542492.0,57.1574,1.77,MINOR_DIFF,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 일반서비스,제약,"동사는 2013년 설립된 연구개발 중심 바이오 기업으로, 인간항체 제작과 단백질의약품 반감기 증대 기술로 항체치료제 및 지속형 재조합 단백질 의약품을 개발하고 있음. 동사는 HuDVFab 라이브러리와 SAFA 플랫폼 기술을 보유하여 다양한 신약후보 제작이 가능함. 동사는 비임상-초기임상 단계 물질의 글로벌 기술이전을 통해 RIPCO 모델을 운영하며, 장기적으로 FIPCO 모델로 전환을 계획하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=397030,2026-06-09T18:54:17,ok,1,0,1,0,0,0,0,0,0,0,0,1,0,0
에임드바이오,2025-12-04,1781999,,20251120000438,[발행조건확정]증권신고서(지분증권),general,29.0,41.9,35.45,9000.0,11000.0,10000.0,11000.0,0.1,46461.0,464.61,22.2,PER,15483.0,66561193.0,6430000.0,70730000000.0,29.0,41.9,35.45,코스닥,0.0,0.0,5.0,ok,555802.0,28.9543,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,,,,,2026-06-15T18:53:37,no_stock_code,0,0,0,0,0,0,0,0,0,0,0,0,0,1
에코아이,2023-11-21,1218299,448280,20231109000215,[발행조건확정]증권신고서(지분증권),general,15.6,30.7,23.15,28500.0,34700.0,31600.0,34700.0,0.0981,17474.0,174.74,,PER,41085.0,,2079000.0,72141300000.0,15.6,30.7,23.15,코스닥,0.0,0.0,4.0,ok,565521.0,15.541,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 일반서비스,상업서비스와공급품,"동사는 2005년 설립된 온실가스 감축 전문기업으로, 2023년 코스닥시장에 상장하였으며 종속회사를 보유하고 있음. 온실가스 감축 투자사업을 통해 탄소배출권을 판매하며, 쿡스토브 보급, 메탄가스 누출 방지 등 다양한 감축사업을 추진하고 있음. 배출권거래제 대응 및 탄소자산운용과 환경컨설팅을 수행하고, 유럽에너지거래소 트레이딩 멤버십을 등록하여 거래 서비스를 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=448280,2026-06-09T18:54:18,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,1
엑셀세라퓨틱스,2024-07-15,1492217,373110,20240702000251,[발행조건확정]증권신고서(지분증권),general,24.4,39.13,31.765,6200.0,7700.0,6950.0,10000.0,0.4388,,-92.805,,PER,10186.0,,1618000.0,,24.4,39.13,31.765,코스닥,0.0,0.0,3.0,partial,509261.0,1.826,0.0,OK,,,,,11.239,-87.0584,-92.805,104.6825,23.835,2023.0,11011.0,339.2,-774.61,dart_api,peer_group_expanded_features_enriched.csv,코스닥 제약,생물공학,"동사는 2015년 설립된 세포유전자치료제 핵심 소재인 세포배양 배지 전문기업이며, 2024년 코스닥에 상장함. 주력 제품 '셀커(CellCor™)'는 동물 및 인체유래물질을 배제한 3세대 화학조성배지로, 다양한 전용 배지를 출시 중임. 경기도 용인 GMP 시설을 통해 국내외에 제품을 공급하며, 'CGT-Total Solution Provider'로 전환하고 성장 기반을 마련하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=373110,2026-06-09T18:54:18,ok,1,0,0,0,0,0,1,0,0,0,0,0,0,0
엔알비,2025-07-28,1708163,475230,20250716000293,[발행조건확정]증권신고서(지분증권),general,9.99,22.85,16.42,18000.0,21000.0,19500.0,21000.0,0.0769,21738.0,217.38,16.08,EV/EBITDA,23330.0,,2100000.0,44100000000.0,9.99,22.85,16.42,코스닥,0.0,0.0,5.0,ok,845416.0,9.9871,0.0,OK,EBITDA,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 금속,건설,"동사는 2019년 설립된 모듈러 건축 전문기업으로, 2025년 코스닥에 상장함. 탈현장건설(OSC) 방식의 모듈러 공법을 기반으로 제품 기획과 설계, 공장 제작, 현장 설치 및 유지관리를 자체 수행하고 있음. PC 고층 모듈러 내진·접합 기술을 확보하여 국내 최고층(22층) 아파트 사업을 하고 있으며, Full-PC 모듈러 시스템으로 모듈러 주택의 100% 모듈러화 기반을 마련 중임.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=475230,2026-06-15T18:53:37,ok,0,0,0,0,0,0,1,0,0,0,0,0,0,0
엔젤로보틱스,2024-03-26,1592049,455900,20240313000679,[발행조건확정]증권신고서(지분증권),general,16.81,38.99,27.9,11000.0,15000.0,13000.0,20000.0,0.5385,,-92.3895,,PER,18030.0,,1600000.0,32000000000.0,16.81,38.99,27.9,코스닥,0.0,0.0,3.0,partial,317697.0,-10.9262,0.0,OK,,,,,51.4619,-64.9661,-92.3895,213.1817,86.779,2023.0,11011.0,145.66,-126.24,dart_api,peer_group_expanded_features_enriched.csv,코스닥 기계·장비,건강관리장비와용품,"동사는 2017년 설립된 대한민국 대표 웨어러블 로봇 기업으로 핵심 특허 기술 실시권을 보유하고 있음. 주요 제품으로 보행치료용 angel MEDI, 산업안전용 angel GEAR, 가정용 angel SUIT, 로봇 핵심부품용 angel KIT을 제작 판매하고 있음. 또한 인간행동 의도파악, 정밀 힘 제어 구동기 등 기술을 기반으로 헬스케어부터 국방 및 산업 안전까지 사업을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=455900,2026-06-09T18:54:18,ok,0,1,0,0,1,1,0,1,0,0,0,0,0,0
엔젯,2022-11-18,1587056,419080,20221108000080,[발행조건확정]증권신고서(지분증권),general,20.2,37.0,28.6,12000.0,15200.0,13600.0,10000.0,-0.2647,,,,PER,19055.0,,63000.0,21000000000.0,20.23,37.02,28.625,코스닥,0.0,0.0,3.0,partial,374875.0,47.5203,0.025,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 기계·장비,디스플레이장비및부품,"동사는 2009년 설립되어 EHD 잉크젯 프린팅 및 코팅 솔루션을 주 사업으로 하고, 2022년 코스닥에 상장함. 글로벌 및 국내 대기업과 협업 통해 마이크로LED 칩본딩, 디스플레이 코팅, 폴더블 코팅 등으로 진출하고 2026년 리사이클링 사업으로 확장함. 동사는 EHD 프린팅·코팅과 리사이클링 사업을 영위하며, iEHD 기술 기반 멀티노즐 프린트헤드로 시장 점유율 확대를 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=419080,2026-06-09T18:54:19,ok,0,0,1,0,0,1,0,1,0,0,0,0,0,0
엘케이켐,2025-02-25,1747977,489500,20250212000695,[발행조건확정]증권신고서(지분증권),general,29.73,39.77,34.75,18000.0,21000.0,19500.0,21000.0,0.0769,,,,PER,29883.0,6424676.0,,21000000000.0,29.73,39.76,34.745,코스닥,0.0,0.0,3.0,partial,393939.0,29.7259,0.005,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 화학,반도체와반도체장비,"동사는 2007년 설립된 반도체 박막 증착 공정용 화학소재 전문 기업으로, 2025년 코스닥에 상장하였음. 한국표준산업분류상 '그 외 기타 분류 안된 화학제품 제조업'에 속하며, 프리커서 및 리간드를 개발, 제조 및 판매하고 있음. 주요 제품으로 High-k 소재인 CP, PCP 리간드와 Low-k 소재인 DIS 프리커서를 보유하며, 다양한 광발전소재와 메탈 프리커서를 생산하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=489500,2026-06-09T18:54:19,ok,0,0,0,0,0,1,1,1,0,0,0,0,0,0
엠디바이스,2025-03-07,1022142,226590,20250221000431,[발행조건확정]증권신고서(지분증권),general,40.11,48.36,44.235,7200.0,8350.0,7775.0,8350.0,0.074,9385.0,93.85,15.95,PER,13942.0,,1260000.0,10521000000.0,40.11,48.36,44.235,코스닥,0.0,0.0,5.0,ok,855116.0,40.109,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,반도체와반도체장비,"동사는 2009년 설립된 SSD 전문기업으로, 2025년 유가증권시장에 상장하고 드론 비행제어장치 및 반도체 OS 테스터 전문 자회사를 설립함. 메모리와 시스템 반도체를 결합한 SSD의 설계부터 판매·유통까지 전과정을 직접 수행하며, 기업용, 소비자용 SSD 등 모든 사업을 하고 있음. 클라우드, AI, 자율주행 수요 증가에 따라 데이터센터에 집중하고, 새로운 ICT 인프라와 반도체 사업을 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=226590,2026-06-09T18:54:19,ok,0,0,1,1,1,1,0,0,1,0,0,0,0,0
엠아이큐브솔루션,2023-08-04,1497142,373170,20230725000127,[발행조건확정]증권신고서(지분증권),general,24.48,35.81,30.145000000000003,8500.0,10000.0,9250.0,12000.0,0.2973,,,,PER,13242.0,,,14520000000.0,24.48,35.81,30.145,코스닥,0.0,0.0,3.0,partial,404009.0,9.3792,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 IT 서비스,IT서비스,"동사는 2005년 소프트웨어 개발 및 판매업 영위를 목적으로 설립되었으며, 2023년 코스닥시장에 상장함. Smart Factory 솔루션과 Digital Transformation 플랫폼을 주된 사업으로 영위하고 있음. 전기·전자, 반도체, 디스플레이, 2차전지 등 다양한 업종의 제조 현장을 전산화·자동화하며, 제조 지능화를 위한 컨설팅부터 시스템 구축, 운영서비스까지 토탈 솔루션을 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=373170,2026-06-09T18:54:20,ok,0,0,1,0,1,1,1,1,0,0,0,1,0,0
엠오티,2024-11-18,1563922,413390,20241106000087,[발행조건확정]증권신고서(지분증권),general,6.48,19.84,13.16,12000.0,14000.0,13000.0,10000.0,-0.2308,,,,PER,14970.0,12174580.0,1750000.0,17500000000.0,6.48,19.84,13.16,코스닥,0.0,0.0,3.0,partial,620383.0,33.1997,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 기계·장비,전기제품,"동사는 2019년에 이차전지와 자동차부품 생산자동화 장비 제조를 위해 설립되었으며, 창업자와 주요 임직원은 삼성SDI 출신의 핵심 기술인력으로 구성되었음. 이차전지 조립공정의 탭 웰딩, 젤리롤 인서트, 캔캡 웰딩 설비를 주력으로 공급하며, 삼성SDI와 SK온 등 국내외 대기업으로부터 기술력을 인정받고 있음. 북미와 유럽에 법인을 운영하며, 46파이 원통형, 전고체, LFP 이차전지 제조장비를 개발해 거래처를 다변화하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=413390,2026-06-09T18:54:20,ok,0,0,0,0,1,1,0,1,1,0,0,0,0,0
오가노이드사이언스,2025-05-09,1626391,476040,20250424000315,[발행조건확정]증권신고서(지분증권),general,18.88,34.33,26.605,17000.0,21000.0,19000.0,21000.0,0.1053,10305.0,103.05,,PER,25888.0,6854655.0,36000.0,25200000000.0,18.88,34.33,26.605,코스닥,0.0,0.0,4.0,ok,375349.0,18.8813,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 일반서비스,생물공학,"동사는 2018년 설립된 오가노이드 전문 바이오 기업으로 2024년 산업통상자원부로부터 첨단전략기술 보유 기업으로 인정받았음. 오가노이드 핵심기술로 난치성 장궤양 치료제를 개발 중이며, 신소재 효능평가, 맞춤형 연구시약, CDMO 사업을 하고 있음. 암 환자 대상 정밀의료 및 동반진단 분야로 사업을 확장하고 오가노이드 특성을 활용해 신약개발의 효율성과 경제성을 증대시키는 플랫폼 기술을 확보하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=476040,2026-06-09T18:54:20,ok,1,1,1,0,0,0,1,0,0,0,0,1,0,0
오름테라퓨틱,2025-02-14,1658831,475830,20250203000294,[발행조건확정]증권신고서(지분증권),general,65.27,72.22,68.745,24000.0,30000.0,27000.0,20000.0,-0.2593,99290.1169,992.9012,,PER,86388.0,22136419.0,2500000.0,50000000000.0,65.27,72.22,68.745,코스닥,0.0,0.0,4.0,ok,530241.0,76.8486,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 제약,제약,"동사는 2016년 의약품 연구 개발을 목적으로 설립되어 2025년 기술성장기업 특례로 코스닥에 상장함. 동사는 GSPT1(G1 to S phase transition 1) 단백질을 표적으로 하는 분해제를 페이로드로 활용한 차세대 TPD²-GSPT1 플랫폼을 개발했음. 기존 페이로드 제한과 저분자 TPD 약물의 낮은 치료지수 한계를 극복하고, 치료지수를 향상시키는 신약 개발에 주력하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=475830,2026-06-09T18:54:20,ok,1,0,1,0,0,0,0,0,0,0,0,1,0,0
오브젠,2023-01-30,1472930,417860,20230113000327,[발행조건확정]증권신고서(지분증권),general,22.2,41.6,31.9,18000.0,24000.0,21000.0,18000.0,-0.1429,,-19.4675,,PER,30843.0,,23279.0,13967208000.0,22.19,41.64,31.915,코스닥,0.0,0.0,3.0,partial,329876.0,41.6399,0.015,OK,,,,,,-20.4544,-19.4675,105.3332,1.0598,2022.0,11011.0,9839.02,,dart_api,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,소프트웨어,"동사는 2000년 설립된 AI 및 데이터 사이언스 기술 기반의 풀스택 AI 데이터 플랫폼 기업으로, 2023년 코스닥 시장에 상장됨. 2025년 데이터 엔지니어링 전문기업 잘레시아를 인수하고 2026년 합병을 완료하여 AI 데이터 시장 경쟁력을 강화함. 동사는 데이터 수집/통합/분석부터 실행까지 아우르는 엔드투엔드 플랫폼 역량을 보유하며, 고객 데이터 & 초개인화 플랫폼과 전사 데이터 통합 & BI 플랫폼 사업을 영위하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=417860,2026-06-09T18:54:21,ok,0,0,1,1,0,0,0,0,0,0,0,1,0,0
오상헬스케어,2024-03-13,260657,036220,20240229002403,[기재정정]증권신고서(지분증권),general,39.89,47.91,43.9,13000.0,15000.0,14000.0,20000.0,0.4286,1210.0,12.1,,EV/EBITDA,24954.0,14989416.0,990000.0,,39.89,47.91,43.9,,0.0,0.0,4.0,ok,4526431.0,19.8525,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 의료·정밀기기,생명과학도구및서비스,"동사는 1996년 설립되어 체외진단 분야의 생화학, 면역, 분자진단 제품을 개발, 생산, 판매하며 2024년 코스닥시장에 상장함. 미국 OSANG LLC, 브라질 OSANG DO BRASIL LIMITADA, OSANG COSMETIC LTDA 등 3개 종속회사를 보유하고 있음. 혈당측정기 등 생화학진단 제품과 SelexOn 면역진단기기, 코로나19 자가진단키트, Genefinder 분자진단키트 등을 글로벌 시장에 공급하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036220,2026-06-09T18:54:21,ok,0,1,0,0,0,0,1,1,0,0,0,0,0,0
온코크로스,2024-12-18,1423916,382150,20241205000549,[발행조건확정]증권신고서(지분증권),general,15.18,30.35,22.765,10100.0,12300.0,11200.0,7300.0,-0.3482,9904.0,99.04,,PER,14502.0,12666957.0,1423000.0,10387900000.0,15.18,30.35,22.765,코스닥,0.0,0.0,4.0,ok,451209.0,49.6621,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 일반서비스,생명과학도구및서비스,"동사는 2015년 설립된 AI 기반 신약개발 플랫폼 전문 기업으로, 2024년 기술성장기업으로 코스닥시장에 상장함. 전사체 분석 기술 기반 AI 신약개발 플랫폼 RAPTOR AI를 개발하여 약물의 최적 적응증 및 병용 약물 스크리닝, 유망 치료 약물 및 타겟 탐색 서비스를 제공하고 있음. 단백체 레이어를 추가한 RAPTOR AI v2.0 고도화로 ADC, TPD 등 차세대 신약 모달리티까지 분석 대상을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=382150,2026-06-09T18:54:21,ok,1,0,1,1,0,0,0,0,0,0,0,1,0,0
